Zeit t / ms;Frequenz f / Hz;Spannung U_A1 / V;FFT U / V
0;0;0,0645;0,00123730646696219
0,1;0,0762939453125;0,0885;0,0012599896054758
0,2;0,152587890625;0,276;0,000492555241760205
0,3;0,2288818359375;0,0585;0,000139489667267634
0,4;0,30517578125;-0,0735;0,000203477290998422
0,5;0,3814697265625;0,0585;0,000452202966984002
0,6;0,457763671875;0,1395;0,000457104756268721
0,7;0,5340576171875;-0,111;0,000596061506120779
0,8;0,6103515625;0,0435;0,000547283212012851
0,9;0,6866455078125;-0,1035;0,000569520881787032
1;0,762939453125;0,096;0,000429116831191918
1,1;0,8392333984375;0,24;0,000361743609278995
1,2;0,91552734375;0,036;0,000414501088753761
1,3;0,9918212890625;0,0375;0,000451463514387073
1,4;1,068115234375;-0,141;0,000460596580786511
1,5;1,1444091796875;0,0585;0,000468485543797516
1,6;1,220703125;0,1695;0,000417916453197834
1,7;1,2969970703125;0,0735;0,000279913270374895
1,8;1,373291015625;-0,063;0,000199092116229869
1,9;1,4495849609375;-0,039;0,000225765352419565
2;1,52587890625;-0,174;0,0003581589264216
2,1;1,6021728515625;-0,105;0,000435315242184492
2,2;1,678466796875;0,024;0,000435427240576227
2,3;1,7547607421875;-0,0375;0,00037390731744538
2,4;1,8310546875;0,141;0,000319506187186053
2,5;1,9073486328125;0,1185;0,000325889418412945
2,6;1,983642578125;0,051;0,000427788156810815
2,7;2,0599365234375;0,009;0,000601441749025503
2,8;2,13623046875;-0,0705;0,000743075264254682
2,9;2,2125244140625;-0,2085;0,000708019138222924
3;2,288818359375;-0,153;0,000477319512312079
3,1;2,3651123046875;-0,225;0,000256152740997157
3,2;2,44140625;0,168;0,000229696535069714
3,3;2,5177001953125;0,4275;0,000407093375984728
3,4;2,593994140625;0,039;0,00055532024101756
3,5;2,6702880859375;0,144;0,000814021400801617
3,6;2,74658203125;0,1755;0,000853551034802152
3,7;2,8228759765625;0,048;0,000709582998259525
3,8;2,899169921875;0,009;0,000447444992732232
3,9;2,9754638671875;-0,1005;0,00035337874131711
4;3,0517578125;-0,0225;0,000480523663849055
4,1;3,1280517578125;0,069;0,00052291596110223
4,2;3,204345703125;0,0795;0,000485478829751497
4,3;3,2806396484375;0,1605;0,000498114115614825
4,4;3,35693359375;0,2505;0,000480957686226971
4,5;3,4332275390625;-0,111;0,000520290130960995
4,6;3,509521484375;-0,1275;0,000562824819902436
4,7;3,5858154296875;-0,1725;0,000518758421348282
4,8;3,662109375;-0,0195;0,000503944764858382
4,9;3,7384033203125;-0,1095;0,000484327022040449
5;3,814697265625;-0,027;0,000425128338056829
5,1;3,8909912109375;-0,087;0,000415986717284316
5,2;3,96728515625;-0,147;0,000369912806685532
5,3;4,0435791015625;-0,0165;0,000373891281572109
5,4;4,119873046875;0,009;0,000411619576316749
5,5;4,1961669921875;-0,1635;0,000443361030600204
5,6;4,2724609375;-0,141;0,000514240148354742
5,7;4,3487548828125;-0,06;0,00058073377663135
5,8;4,425048828125;0,072;0,00063880797539986
5,9;4,5013427734375;0,0225;0,000550376037491761
6;4,57763671875;-0,0225;0,000374398793357953
6,1;4,6539306640625;-0,09;0,000250408429410274
6,2;4,730224609375;-0,0645;0,000497058666193123
6,3;4,8065185546875;0,1845;0,000652117330602817
6,4;4,8828125;0,147;0,000579087279157421
6,5;4,9591064453125;0,1695;0,000419279764683737
6,6;5,035400390625;-0,0105;0,000450083365949483
6,7;5,1116943359375;0,093;0,00076807640660776
6,8;5,18798828125;0,003;0,00079218195282952
6,9;5,2642822265625;0,0315;0,000752668912596152
7;5,340576171875;-0,0405;0,000631411637467488
7,1;5,4168701171875;-0,1605;0,000746143280144347
7,2;5,4931640625;-0,0405;0,000698118667311862
7,3;5,5694580078125;0,168;0,00060966286394265
7,4;5,645751953125;0,1305;0,000412256548096445
7,5;5,7220458984375;0,0225;0,000407192206650016
7,6;5,79833984375;-0,1755;0,000446984308271236
7,7;5,8746337890625;-0,2415;0,000427242732081651
7,8;5,950927734375;-0,1605;0,000409147133618691
7,9;6,0272216796875;-0,1485;0,00055126691298242
8;6,103515625;-0,039;0,000722160403823208
8,1;6,1798095703125;0,063;0,000644085508607804
8,2;6,256103515625;0,2655;0,000562453653570154
8,3;6,3323974609375;0,1425;0,000648807122005684
8,4;6,40869140625;0,0795;0,000789107671362251
8,5;6,4849853515625;-0,015;0,000830502368499264
8,6;6,561279296875;-0,0285;0,000728519192621794
8,7;6,6375732421875;-0,033;0,000557267214421972
8,8;6,7138671875;0,072;0,000339508328435087
8,9;6,7901611328125;0,1695;0,000321322169964641
9;6,866455078125;0,0795;0,000430081334371898
9,1;6,9427490234375;0,054;0,000483712308796712
9,2;7,01904296875;0,099;0,000317655135769352
9,3;7,0953369140625;0,111;0,000193698913020788
9,4;7,171630859375;-0,048;0,000149935827549836
9,5;7,2479248046875;0,0135;0,000216792771113427
9,6;7,32421875;-0,018;0,000351139534030075
9,7;7,4005126953125;0,066;0,000476301637282699
9,8;7,476806640625;-0,048;0,000539763279125021
9,9;7,5531005859375;-0,33;0,00044164003283368
10;7,62939453125;-0,1935;0,000354378151012191
10,1;7,7056884765625;-0,0675;0,00032892097569808
10,2;7,781982421875;0,0495;0,000323686538601533
10,3;7,8582763671875;0,066;0,000337926289163622
10,4;7,9345703125;-0,1575;0,000620039986047283
10,5;8,0108642578125;-0,144;0,000976343042660882
10,6;8,087158203125;0,096;0,00111012449216938
10,7;8,1634521484375;-0,012;0,000907096012505451
10,8;8,23974609375;-0,057;0,000630186140078907
10,9;8,3160400390625;-0,111;0,000687542191121668
11;8,392333984375;-0,0915;0,00134440345087821
11,1;8,4686279296875;0,1935;0,00169072711128357
11,2;8,544921875;0,186;0,00151026056649224
11,3;8,6212158203125;0,255;0,00082619979540561
11,4;8,697509765625;-0,1125;0,000411419082601777
11,5;8,7738037109375;-0,0315;0,000592210560056875
11,6;8,85009765625;-0,0285;0,000597285201082926
11,7;8,9263916015625;0,021;0,00059512723888264
11,8;9,002685546875;-0,1245;0,000653314828393464
11,9;9,0789794921875;0,0795;0,000926515793588402
12;9,1552734375;0,093;0,000964889948268486
12,1;9,2315673828125;0,0075;0,000873653487281045
12,2;9,307861328125;-0,075;0,000692631127582767
12,3;9,3841552734375;-0,168;0,000734229794542875
12,4;9,46044921875;-0,1755;0,000562891318947528
12,5;9,5367431640625;-0,2895;0,000541267351532417
12,6;9,613037109375;-0,2355;0,000559373650114207
12,7;9,6893310546875;-0,051;0,000792092546756417
12,8;9,765625;-0,102;0,000712315092883007
12,9;9,8419189453125;0,0315;0,000964555784129659
13;9,918212890625;0,072;0,000871919247879054
13,1;9,9945068359375;-0,027;0,00115861956691102
13,2;10,07080078125;-0,1185;0,00113000641920461
13,3;10,1470947265625;-0,027;0,00103057528842436
13,4;10,223388671875;-0,0195;0,000957890201371424
13,5;10,2996826171875;-0,006;0,000900664821476785
13,6;10,3759765625;0,0945;0,00115559887186773
13,7;10,4522705078125;0,0195;0,00122651777174855
13,8;10,528564453125;-0,054;0,00255647387831542
13,9;10,6048583984375;-0,015;0,00341518462104197
14;10,68115234375;0,0405;0,00312079919438232
14,1;10,7574462890625;0,24;0,00204573002716628
14,2;10,833740234375;0,177;0,00163198988661358
14,3;10,9100341796875;0,0765;0,00250624618540192
14,4;10,986328125;0,117;0,0030950205482076
14,5;11,0626220703125;0,117;0,00321747499688089
14,6;11,138916015625;-0,201;0,00337757105217034
14,7;11,2152099609375;-0,24;0,00326692030320908
14,8;11,29150390625;-0,189;0,00304604497900333
14,9;11,3677978515625;-0,1905;0,0024633489703311
15;11,444091796875;0,0585;0,00168435859510423
15,1;11,5203857421875;0,045;0,00119771244151572
15,2;11,5966796875;0,1275;0,000950904988325605
15,3;11,6729736328125;0,114;0,00088737771527314
15,4;11,749267578125;0,0915;0,00106425519988575
15,5;11,8255615234375;-0,144;0,0011849461316483
15,6;11,90185546875;-0,2145;0,00107755519010056
