Zeit t / ms;Frequenz f / Hz;Spannung U_A1 / V;FFT U / V
0;0;0;0,00130408009121813
0,1;0,0762939453125;-0,0255;0,00140997478040967
0,2;0,152587890625;-0,0375;0,00069221278345383
0,3;0,2288818359375;0,072;0,000358260997162978
0,4;0,30517578125;-0,009;0,000476293950744575
0,5;0,3814697265625;0,0345;0,000503014340889306
0,6;0,457763671875;-0,051;0,000451159352542217
0,7;0,5340576171875;-0,0105;0,000301069257793445
0,8;0,6103515625;0,0975;0,000269120171614141
0,9;0,6866455078125;0,03;0,000302297320540283
1;0,762939453125;0,111;0,000366032373306638
1,1;0,8392333984375;0,0195;0,000385351971904475
1,2;0,91552734375;0,0915;0,000395409931017267
1,3;0,9918212890625;-0,027;0,00037576410277157
1,4;1,068115234375;0,0255;0,000301875485998253
1,5;1,1444091796875;-0,015;0,000293260850846387
1,6;1,220703125;0,0315;0,000215483532420535
1,7;1,2969970703125;-0,0045;0,000232098757045877
1,8;1,373291015625;0,012;0,000251907871775164
1,9;1,4495849609375;0,03;0,000261634780464634
2;1,52587890625;0,0255;0,000250376166930775
2,1;1,6021728515625;0,0555;0,000279080980895818
2,2;1,678466796875;0,1335;0,000412684400263236
2,3;1,7547607421875;-0,0015;0,000543541317516512
2,4;1,8310546875;0,0675;0,000455375642814922
2,5;1,9073486328125;0,039;0,000338155416663607
2,6;1,983642578125;0,0195;0,000261776747772073
2,7;2,0599365234375;0,033;0,000418226499154381
2,8;2,13623046875;0,0615;0,000510999490529997
2,9;2,2125244140625;-0,0135;0,000506710201986725
3;2,288818359375;-0,0555;0,00044278010093129
3,1;2,3651123046875;0,0675;0,000396942126999018
3,2;2,44140625;0,1185;0,000403750568741261
3,3;2,5177001953125;0,063;0,000344898246269002
3,4;2,593994140625;0,0315;0,00025732705758117
3,5;2,6702880859375;0,063;0,000230395278101357
3,6;2,74658203125;0,045;0,000215605377401121
3,7;2,8228759765625;-0,0165;0,000305827973519581
3,8;2,899169921875;0,0225;0,000468632637053146
3,9;2,9754638671875;0,027;0,00055179724119812
4;3,0517578125;-0,006;0,000624821823376005
4,1;3,1280517578125;0,0585;0,00066321381158747
4,2;3,204345703125;-0,0225;0,000588011020906026
4,3;3,2806396484375;0,1575;0,000517762223119346
4,4;3,35693359375;0,006;0,000338045363748023
4,5;3,4332275390625;0,018;0,000346052686094843
