Zeit t / ms;Frequenz f / Hz;Spannung U_A1 / V;FFT U / V
0;0;0,0045;0,00114935026949779
0,1;0,0762939453125;0,273;0,00123076941914297
0,2;0,152587890625;0,0225;0,000632998850370383
0,3;0,2288818359375;-0,0075;0,0002954668634466
0,4;0,30517578125;-0,0465;0,000326536327379646
0,5;0,3814697265625;-0,213;0,000366605649815694
0,6;0,457763671875;-0,0135;0,000360481500699519
0,7;0,5340576171875;-0,09;0,000373852834576513
0,8;0,6103515625;0,0885;0,000436901892425168
0,9;0,6866455078125;0,0405;0,000398218268755728
1;0,762939453125;-0,111;0,000379759285865088
1,1;0,8392333984375;-0,018;0,000266203750277866
1,2;0,91552734375;0,1515;0,000333998239302275
1,3;0,9918212890625;0,0855;0,000489207144061372
1,4;1,068115234375;-0,024;0,00059936734693322
1,5;1,1444091796875;-0,126;0,000588465280050569
1,6;1,220703125;-0,0735;0,000461086630970238
1,7;1,2969970703125;-0,099;0,000405046255857632
1,8;1,373291015625;-0,048;0,000468948719707749
1,9;1,4495849609375;-0,054;0,000433544734910927
2;1,52587890625;0,03;0,000372930297415166
2,1;1,6021728515625;0,1695;0,000252409871378581
2,2;1,678466796875;0,057;0,000213604259678839
2,3;1,7547607421875;0,0495;0,000145804663779534
2,4;1,8310546875;0,0675;0,000178350353108407
2,5;1,9073486328125;0,099;0,000304298772045239
2,6;1,983642578125;-0,0975;0,000504915891240257
2,7;2,0599365234375;-0,1125;0,000622153698201787
2,8;2,13623046875;-0,156;0,000595281198524685
2,9;2,2125244140625;-0,108;0,000431265094621393
3;2,288818359375;-0,045;0,000297089609899189
3,1;2,3651123046875;0,0825;0,000197769309271324
3,2;2,44140625;-0,0255;0,000209111201582076
3,3;2,5177001953125;-0,024;0,000252148290666141
3,4;2,593994140625;-0,0435;0,000357095747546858
3,5;2,6702880859375;0,0165;0,000482276909790106
3,6;2,74658203125;-0,027;0,000520672130925175
3,7;2,8228759765625;0,0465;0,000463402729864303
3,8;2,899169921875;-0,03;0,000493033571403788
3,9;2,9754638671875;0,051;0,000500595770714656
4;3,0517578125;0,006;0,000473995694918539
4,1;3,1280517578125;-0,1065;0,000437367032884847
4,2;3,204345703125;-0,036;0,00044888205826804
4,3;3,2806396484375;-0,051;0,000549833483293585
4,4;3,35693359375;-0,0105;0,000492654403824004
4,5;3,4332275390625;0,078;0,000526563633518328
4,6;3,509521484375;-0,078;0,000679529842961458
4,7;3,5858154296875;0,0705;0,000775656420376714
4,8;3,662109375;0,102;0,000768418448017668
4,9;3,7384033203125;0,3225;0,000625411722262172
5;3,814697265625;0,1305;0,000485133045207329
5,1;3,8909912109375;0,0315;0,000298163841748728
5,2;3,96728515625;-0,1305;0,000238250366939385
5,3;4,0435791015625;-0,1335;0,000216642468775813
5,4;4,119873046875;-0,1845;0,000306492339320076
5,5;4,1961669921875;0,153;0,000411852938088356
5,6;4,2724609375;0,12;0,00051982882423373
5,7;4,3487548828125;0,276;0,000476443113452777
5,8;4,425048828125;0,0045;0,000369095449212744
5,9;4,5013427734375;-0,1755;0,000388471399862417
6;4,57763671875;-0,099;0,000545086225849778
6,1;4,6539306640625;0,141;0,000554301364640162
6,2;4,730224609375;0,072;0,000481884324146871
6,3;4,8065185546875;0,063;0,000378169140442995
6,4;4,8828125;-0,1125;0,000307525244106385
6,5;4,9591064453125;-0,0795;0,000239881643923429
6,6;5,035400390625;-0,0255;0,000335079113427005
6,7;5,1116943359375;0,063;0,000392229072742537
6,8;5,18798828125;0,207;0,000518777504180525
6,9;5,2642822265625;-0,0765;0,000606841866304237
7;5,340576171875;-0,0075;0,000717427422741153
7,1;5,4168701171875;0,0075;0,000753003296077879
7,2;5,4931640625;0,0795;0,000520633559953158
7,3;5,5694580078125;0,24;0,000352344990153309
7,4;5,645751953125;0,243;0,000235211628558458
