Zeit t / ms;Frequenz f / Hz;Spannung U_A1 / V;FFT U / V
0;0;-0,018;0,000907261492418035
0,1;0,0762939453125;0,12;0,00103097168872672
0,2;0,152587890625;0,075;0,000499824880558262
0,3;0,2288818359375;0,159;0,000248013939271313
0,4;0,30517578125;-0,0465;0,000205498819531153
0,5;0,3814697265625;0,0195;0,000201835497476019
0,6;0,457763671875;0,111;0,000222680687927007
0,7;0,5340576171875;0,132;0,000248098867888274
0,8;0,6103515625;-0,144;0,000320954150726132
0,9;0,6866455078125;-0,048;0,000377611074887176
1;0,762939453125;0,0975;0,000403333388083356
1,1;0,8392333984375;0,1455;0,000346062003399741
1,2;0,91552734375;-0,1335;0,000253348658987775
1,3;0,9918212890625;0,0405;0,000137743982696205
1,4;1,068115234375;-0,054;0,00011198083834248
1,5;1,1444091796875;-0,0165;0,000199803341541398
1,6;1,220703125;-0,003;0,000285619545042037
1,7;1,2969970703125;-0,0075;0,000284563256395329
1,8;1,373291015625;-0,0975;0,000218382291885089
1,9;1,4495849609375;-0,21;0,000149731521559906
2;1,52587890625;0,048;0,000137214356616199
2,1;1,6021728515625;-0,036;0,000191022607786923
2,2;1,678466796875;-0,0555;0,000253660531212376
2,3;1,7547607421875;-0,036;0,000244307611702936
2,4;1,8310546875;-0,0555;0,000183117937916995
2,5;1,9073486328125;0,123;0,000154404054599896
2,6;1,983642578125;-0,042;0,000217538427299748
2,7;2,0599365234375;-0,036;0,000399292090529412
2,8;2,13623046875;-0,0525;0,000491128120563887
2,9;2,2125244140625;-0,0525;0,00043764474960536
3;2,288818359375;-0,108;0,000258764187489351
3,1;2,3651123046875;-0,117;0,000147904848199138
3,2;2,44140625;-0,033;0,000205418978715791
3,3;2,5177001953125;0,2865;0,000280246368793331
3,4;2,593994140625;0,0465;0,000293202829881186
3,5;2,6702880859375;-0,0735;0,000262071611385327
3,6;2,74658203125;-0,1185;0,000239196569292242
3,7;2,8228759765625;-0,036;0,000219832944759847
3,8;2,899169921875;-0,0825;0,000334395497902931
3,9;2,9754638671875;0,051;0,000438825901581682
4;3,0517578125;-0,069;0,000545560473808104
4,1;3,1280517578125;0,0045;0,000439895112386156
4,2;3,204345703125;-0,018;0,000280183927591876
4,3;3,2806396484375;-0,069;0,000272282423889018
4,4;3,35693359375;-0,081;0,000276940828385295
4,5;3,4332275390625;-0,0825;0,000248886113395641
4,6;3,509521484375;-0,1275;0,000207868542995783
4,7;3,5858154296875;-0,123;0,000235098113839723
4,8;3,662109375;-0,069;0,000229294665499848
4,9;3,7384033203125;0,0675;0,000303822690666373
5;3,814697265625;-0,072;0,000427930345845315
5,1;3,8909912109375;-0,006;0,000551653991211553
5,2;3,96728515625;0,015;0,000418705768157773
