Zeit t / ms;Frequenz f / Hz;Spannung U_A1 / V;FFT U / V
0;0;0,21;0,00103558965783633
0,1;0,0762939453125;0,1455;0,00118983390206076
0,2;0,152587890625;0,054;0,000659769946871454
0,3;0,2288818359375;-0,0465;0,000532182111421684
0,4;0,30517578125;0,0375;0,000496680194788628
0,5;0,3814697265625;0,03;0,000485179131057811
0,6;0,457763671875;0,018;0,000459594441225998
0,7;0,5340576171875;-0,0615;0,0004631957655338
0,8;0,6103515625;-0,066;0,00042190540886034
0,9;0,6866455078125;0,0585;0,000355052821160631
1;0,762939453125;0,198;0,000309594715751756
1,1;0,8392333984375;-0,03;0,000314977886407354
1,2;0,91552734375;0,099;0,000317314126701567
1,3;0,9918212890625;-0,0105;0,000304113074439324
1,4;1,068115234375;-0,1095;0,000360157922239747
1,5;1,1444091796875;-0,063;0,000464374075589078
1,6;1,220703125;0,201;0,000586915899029486
1,7;1,2969970703125;0,096;0,000679787666234666
1,8;1,373291015625;0,0975;0,000733401231508925
1,9;1,4495849609375;0,0645;0,000709003816181321
2;1,52587890625;0,111;0,000568467444598015
2,1;1,6021728515625;0,126;0,000424872727285911
2,2;1,678466796875;0,024;0,000321178381157473
2,3;1,7547607421875;0,0975;0,000272882784477819
2,4;1,8310546875;0,0255;0,0003381446211783
2,5;1,9073486328125;0,174;0,000532184438363746
2,6;1,983642578125;0,03;0,00067703306273822
2,7;2,0599365234375;0,057;0,000685268854556327
2,8;2,13623046875;-0,06;0,000552501303295072
2,9;2,2125244140625;-0,012;0,00052498387827401
3;2,288818359375;0,051;0,000544542245922756
3,1;2,3651123046875;-0,015;0,000604409639649941
3,2;2,44140625;-0,1245;0,000528805213046502
3,3;2,5177001953125;-0,042;0,000415493367420452
3,4;2,593994140625;0,144;0,000371723987761953
3,5;2,6702880859375;0,171;0,000305702328184848
3,6;2,74658203125;0,069;0,000252383974611487
3,7;2,8228759765625;-0,2865;0,000253654046291874
3,8;2,899169921875;-0,2625;0,00026313868121237
3,9;2,9754638671875;-0,105;0,000292497218078967
4;3,0517578125;0,1215;0,000303864558934367
4,1;3,1280517578125;0,222;0,000489775328000504
4,2;3,204345703125;0,2355;0,00076159444246622
4,3;3,2806396484375;0,1395;0,000873372766516475
4,4;3,35693359375;0,111;0,000648092829469807
4,5;3,4332275390625;-0,021;0,000349972880142567
4,6;3,509521484375;-0,0525;0,000182063649582163
4,7;3,5858154296875;-0,081;0,000225378643735535
4,8;3,662109375;0,0225;0,000245649890112122
4,9;3,7384033203125;-0,1365;0,000312722097273961
5;3,814697265625;0,126;0,00030931525859302
5,1;3,8909912109375;0,1365;0,000286396648324471
5,2;3,96728515625;-0,1275;0,000215168179319489
5,3;4,0435791015625;0,099;0,000312859315330797
5,4;4,119873046875;-0,0345;0,000404728494753016
5,5;4,1961669921875;-0,264;0,000515171697648258
5,6;4,2724609375;-0,129;0,000459125056958049
5,7;4,3487548828125;-0,147;0,000443868995376819
5,8;4,425048828125;-0,2235;0,000446107437347868
5,9;4,5013427734375;-0,018;0,000580107609873608
6;4,57763671875;-0,0975;0,00059512416808205
6,1;4,6539306640625;-0,0225;0,000447905166982571
6,2;4,730224609375;-0,1125;0,000216001396237563
6,3;4,8065185546875;0,0045;0,000185301496479969
6,4;4,8828125;0,1275;0,000282809147387652
6,5;4,9591064453125;0,0765;0,000449708990535217
6,6;5,035400390625;-0,156;0,000431591085853057
6,7;5,1116943359375;0,2085;0,00040580523950925
6,8;5,18798828125;-0,1035;0,000458195691556878
6,9;5,2642822265625;-0,0135;0,000630749822720279
7;5,340576171875;0,0645;0,000769512206153573
7,1;5,4168701171875;0,1815;0,000781809103143099
7,2;5,4931640625;-0,0645;0,000701846199616617
7,3;5,5694580078125;-0,0195;0,0005914936044121
7,4;5,645751953125;0,0075;0,00041302260794073
7,5;5,7220458984375;-0,093;0,000398485628676733
7,6;5,79833984375;-0,1125;0,000467871092811594
7,7;5,8746337890625;-0,033;0,000569183303528293
7,8;5,950927734375;-0,087;0,000558477853713284
7,9;6,0272216796875;-0,1635;0,000431578278135065
8;6,103515625;-0,333;0,000359855009695753
8,1;6,1798095703125;-0,0255;0,000288591960805856
8,2;6,256103515625;-0,129;0,000286777565879126
8,3;6,3323974609375;-0,18;0,000303127709842286
8,4;6,40869140625;-0,072;0,00035649625956133
8,5;6,4849853515625;0,1065;0,000368681797114524
8,6;6,561279296875;-0,1215;0,000421915279290811
8,7;6,6375732421875;-0,015;0,000466437996905431
8,8;6,7138671875;0,063;0,000581549894339924
8,9;6,7901611328125;-0,018;0,000602222409477565
9;6,866455078125;-0,0825;0,000561350787935602
9,1;6,9427490234375;0,045;0,000407181220431753
9,2;7,01904296875;0,195;0,00032714505637689
9,3;7,0953369140625;0,1305;0,000293213749342914
9,4;7,171630859375;-0,087;0,000241200843644945
9,5;7,2479248046875;0,1065;0,000265320055882998
9,6;7,32421875;0,153;0,000279003734048658
9,7;7,4005126953125;0,1305;0,000429266146486484
9,8;7,476806640625;-0,03;0,000438612089938061
9,9;7,5531005859375;0,036;0,000447667413584653
10;7,62939453125;0,0105;0,000355428226532859
10,1;7,7056884765625;-0,03;0,000311786380465358
10,2;7,781982421875;-0,072;0,000410818831684425
10,3;7,8582763671875;-0,0975;0,000512742236621823
10,4;7,9345703125;-0,126;0,000505923981668997
10,5;8,0108642578125;-0,1095;0,000452931366606134
10,6;8,087158203125;-0,0855;0,000393541491907469
10,7;8,1634521484375;0,003;0,000465611875253318
10,8;8,23974609375;-0,006;0,000534125994952209
10,9;8,3160400390625;0,1005;0,000641902054947956
11;8,392333984375;0,036;0,000656920253459819
11,1;8,4686279296875;0,015;0,00114419046620691
11,2;8,544921875;-0,0375;0,00177572349566421
11,3;8,6212158203125;0,0435;0,00192148804830311
11,4;8,697509765625;0,0435;0,00127433048980362
11,5;8,7738037109375;0,2055;0,000705523349811058
11,6;8,85009765625;0,141;0,000709819457057505
11,7;8,9263916015625;-0,003;0,000997092575766137
11,8;9,002685546875;-0,048;0,00136946544658089
11,9;9,0789794921875;0,252;0,0011843078819578
12;9,1552734375;0,2055;0,0010809682323709
12,1;9,2315673828125;-0,051;0,000753838744571539
12,2;9,307861328125;-0,0855;0,00103605512254204
12,3;9,3841552734375;-0,0615;0,000946924773000805
12,4;9,46044921875;0,0255;0,000812450791202537
